collar_id,maker,battery_life,signal_distance,fail
133,Darn Tuff Collars Company,132.6582141841619,4188.560696446647,0
134,Darn Tuff Collars Company,121.61065678662321,4193.069293189163,0
135,Darn Tuff Collars Company,119.80159159035182,4228.586416306813,0
136,Darn Tuff Collars Company,126.20338578733491,4202.83253943822,0
137,Darn Tuff Collars Company,119.88883521191919,4200.529415376445,0
138,Darn Tuff Collars Company,105.74279110149243,4213.026423296876,0
139,Darn Tuff Collars Company,118.54553473593597,4160.617500691875,0
140,Darn Tuff Collars Company,116.05851228051344,4209.741530225912,0
141,Darn Tuff Collars Company,112.60149642294441,4205.847800028096,0
142,Darn Tuff Collars Company,104.7499782040859,4200.124302997788,0
143,Darn Tuff Collars Company,131.2510038265172,4192.476592027949,0
144,Darn Tuff Collars Company,105.92671717160759,4198.995891658619,0
145,Darn Tuff Collars Company,106.38174925208816,4195.81082607661,0
146,Darn Tuff Collars Company,112.39479693225876,4187.858619754406,0
147,Darn Tuff Collars Company,126.08145429724934,4218.349942540979,0
148,Darn Tuff Collars Company,115.9210950943433,4204.997371059456,0
149,Darn Tuff Collars Company,126.96626866974081,4180.843541881316,0
150,Darn Tuff Collars Company,126.09583948761485,4192.317134549978,0
